acronym_,expansion,id,text
GEF,Global Environmental Facility,115,"Examples of the consideration of funding for sustainable development within the United Nations system include the Intergovernmental Panel on Climate Change to enable developing countries to participate in its activities and the World Bank, UNDP and UNEP's consideration of a GEF."
GEF,Global Environmental Facility,116,"High priority is being given to working closely with the OAU secretariat in assisting African countries within the framework of the conventions on biological diversity and climate change, as well as with regard to negotiations for the international convention to combat desertification and the restructuring of the GEF; and in facilitating a review of capacity-building requirements of OAU member countries."
GEF,Global Environmental Facility,117,"ACC also strongly supports the replenishment of the GEF in 1993 and the financing of UNDP's Capacity 21, since both would provide resources for the implementation of part of Agenda 21."
GEF,Global Environmental Facility,118,Kenya welcomes the progress being made towards ensuring the effectiveness of the GEF as an important instrument for funding incremental costs related to the implementation of Agenda 21.
SPPD,support for policy and programme development,119,"Emphasizes the importance of the flexible and notional character of the special allocations under lines 1.6 (resources for implementation), 2.2 (United Nations system SPPD), 2.3 (technical support services from United Nations specialized agencies) and takes note of the inclusion of"
SPPD,support for policy and programme development,120,"However, a portion of the technical services provided by the agencies under these facilities could well be considered as falling under the SPPD subcategory mentioned in the preceding paragraph."
SPPD,support for policy and programme development,121,"Emphasizes the importance of the flexible and notional character of the special allocations under lines 1.6 (resources for implementation), 2.2 (United Nations system SPPD), 2.3 (technical support services from United Nations specialized agencies) and takes note of the inclusion of the regional commissions in the support cost arrangements; 9."
SPPD,support for policy and programme development,122,Urges the Administrator to ensure that the support of the regional commissions is focused mainly on upstream work to support national and regional programme development and requests the Administrator to inform the Board of the procedures and areas of concentration for the utilization of SPPD for regional commissions when they have been finalized; 10.
SPPD,support for policy and programme development,123,"Of the $180 million available from SPPD, support for technical services as well as administrative and operational services, 90 per cent is managed by country offices, whose task is to focus these resources on SHD in collaboration with national partners, the United Nations specialized agencies and regional commissions."
SPPD,support for policy and programme development,124,n of programmes and projects; and requests the Administrator to promote the involvement of competent and competitive national and regional institutions in SPPD and technical implementation; 8.
SPPD,support for policy and programme development,125,Decides that the support cost facilities will be administered directly by country offices in close collaboration and consultation with the programme countries and that the facilities should be used to encourage national execution of programmes and projects; and requests the Administrator to promote the involvement of competent and competitive national and regional institutions in SPPD and technical implementation; 8.
SPPD,support for policy and programme development,126,The Associate Administrator proposed that UNIFEM be allowed to access SPPD under the new support-cost arrangements.
SPPD,support for policy and,127,"Emphasizes the importance of the flexible and notional character of the special allocations under lines 1.6 (resources for implementation), 2.2 (United Nations system SPPD programme development), 2.3 (technical support services from United Nations specialized agencies) and takes note of the inclusion of"
SPPD,support for policy and,128,"However, a portion of the technical services provided by the agencies under these facilities could well be considered as falling under the SPPD programme development subcategory mentioned in the preceding paragraph."
SPPD,support for policy and,129,"Emphasizes the importance of the flexible and notional character of the special allocations under lines 1.6 (resources for implementation), 2.2 (United Nations system SPPD programme development), 2.3 (technical support services from United Nations specialized agencies) and takes note of the inclusion of the regional commissions in the support cost arrangements; 9."
SPPD,support for policy and,130,Urges the Administrator to ensure that the support of the regional commissions is focused mainly on upstream work to support national and regional programme development and requests the Administrator to inform the Board of the procedures and areas of concentration for the utilization of SPPD programme development for regional commissions when they have been finalized; 10.
